,Title,Price,Price Per Sqft
1292,2 BHK Apartment for Sale in Vasant Kunj New Delhi,₹2.48 Cr ,₹6205 per sqft 
1293,2 BHK Apartment for Sale in Indirapuram Ghaziabad,₹31 Lac ,₹6452 per sqft 
1294, Studio Apartment for Sale in Zeta 1 Greater Noida,₹16 Lac ,₹6122 per sqft 
1295,4 BHK Builder Floor for Sale in Sector 48 Gurgaon,₹2.75 Cr ,₹5833 per sqft 
1296,3 BHK Apartment for Sale in Sector 72 Gurgaon,₹4.20 Cr ,₹7333 per sqft 
1297,3 BHK Apartment for Sale in Sector 104 Gurgaon,₹2.25 Cr ,₹8750 per sqft 
1298,4 BHK Builder Floor for Sale in Sector 57 Gurgaon,₹2 Cr ,₹6897 per sqft 
1299,3 BHK Apartment for Sale in Sector 62 Gurgaon,₹4 Cr ,₹6667 per sqft 
1300,"4 BHK Builder Floor for Sale in Priyadarshini Vihar, Laxmi Nagar New Delhi",₹4.15 Cr ,₹3761 per sqft 
1301,"3 BHK Builder Floor for Sale in Sushant Lok 3, Sector 57 Gurgaon",₹1.65 Cr ,₹17778 per sqft 
1302,1 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹10 Lac ,₹7447 per sqft 
1303,"3 BHK Apartment for Sale in Siddhartha Vihar, NH 24 Ghaziabad",₹65 Lac ,₹3653 per sqft 
1304,5 BHK Penthouse for Sale in Golf Course Road Gurgaon,₹8.25 Cr ,₹2505 per sqft 
1305,2 BHK Apartment for Sale in Greater Noida West Greater Noida,₹60 Lac ,₹3061 per sqft 
1306,4 BHK Builder Floor for Sale in Greater Kailash 1 New Delhi,₹6.15 Cr ,₹5102 per sqft 
1307,4 BHK Apartment for Sale in Sector 90 Gurgaon,₹1.60 Cr ,₹3286 per sqft 
1308,3 BHK Apartment for Sale in Noida Extension Noida,₹1.20 Cr ,₹5025 per sqft 
1309,3 BHK Apartment for Sale in Sector 65 Gurgaon,₹8 Cr ,₹5778 per sqft 
1310,"2 BHK Builder Floor for Sale in Rajouri Garden Extension, Rajouri Garden New Delhi",₹90 Lac ,₹6198 per sqft 
1311,3 BHK Apartment for Sale in Crossings Republik Ghaziabad,₹50 Lac ,₹9286 per sqft 
1312,"3 BHK Apartment for Sale in Munirka Enclave, Munirka New Delhi",₹3 Cr ,₹4775 per sqft 
1313,"3 BHK Builder Floor for Sale in Gyan Khand 1, Indirapuram Ghaziabad",₹85 Lac ,₹3488 per sqft 
1314,1 BHK Apartment for Sale in Vaishali Sector 5 Ghaziabad,₹18 Lac ,₹2647 per sqft 
1315,2 BHK Apartment for Sale in Rohini Sector 13 New Delhi,₹95 Lac ,₹5769 per sqft 
1316,"2 BHK Apartment for Sale in Charmwood Village, Sector 39, Suraj Kund Badkhal Road Faridabad",₹75 Lac ,₹5831 per sqft 
1317,"2 BHK Builder Floor for Sale in Uttam Nagar East, Uttam Nagar New Delhi",₹30 Lac ,₹5306 per sqft 
1318,2 BHK Apartment for Sale in Chhattarpur New Delhi,₹19.3 Lac ,₹15714 per sqft 
1319,2 BHK Builder Floor for Sale in Vivek Vihar New Delhi,₹1.60 Cr ,₹2857 per sqft 
1320,"3 BHK Apartment for Sale in Sector 128, Noida Express Way Noida",₹1.25 Cr ,₹35000 per sqft 
1321,"3 BHK Builder Floor for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",₹1 Cr ,₹4528 per sqft 
1322,2 BHK Apartment for Sale in Raj Nagar Extension Ghaziabad,₹28.5 Lac ,₹6875 per sqft 
1323,1 BHK Apartment for Sale in Raj Nagar Extension Ghaziabad,₹22 Lac ,₹12431 per sqft 
1324,"3 BHK Apartment for Sale in Sector 134, Noida Express Way Noida",₹57 Lac ,₹4000 per sqft 
